id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Total_Score,Performance_Category
1407,122,195,1406,1,False,2,False,5,16,58,71,73,65,63,85,64,2104,High
1408,20,326,1407,0,False,3,False,29,4,61,86,78,80,94,60,88,2316,High
1409,158,201,1408,1,True,1,False,28,1,89,76,100,100,99,68,79,2252,High
1410,188,202,1409,1,True,9,False,1,7,96,58,65,62,76,93,77,2157,High
1411,112,19,1410,1,False,2,False,22,1,96,73,80,99,91,82,91,2067,High
1412,124,603,1411,0,False,6,False,21,4,60,88,75,86,72,80,69,2575,High
1413,75,159,1412,0,False,2,False,34,5,93,65,81,94,92,60,100,2197,High
1414,149,121,1413,0,False,3,False,33,15,93,63,69,97,64,82,83,2136,High
1415,139,345,1414,1,False,10,True,3,7,58,65,72,98,56,59,81,2270,High
1416,13,225,1415,1,True,1,False,0,7,73,85,84,88,78,87,76,2221,High
1417,167,13,1416,0,False,9,False,3,7,93,51,58,70,63,64,89,1936,High
1418,404,362,1417,1,False,0,False,20,11,92,66,77,96,92,62,90,2386,High
1419,24,154,1418,0,False,1,False,18,5,99,99,69,92,95,79,81,2210,High
1420,270,604,1419,1,False,1,False,35,12,99,96,99,91,94,92,99,2742,High
1421,343,179,1420,1,False,2,False,3,7,73,70,80,74,71,90,80,2150,High
1422,405,48,1421,1,False,1,False,27,4,87,91,92,66,62,89,76,2065,High
1423,0,152,1422,0,False,4,False,32,1,86,78,81,87,99,71,97,2210,High
1424,95,605,1423,0,False,1,False,30,5,89,93,71,84,63,61,76,2601,High
1425,14,104,1424,0,False,7,False,3,14,96,64,85,86,93,92,65,2133,High
1426,11,606,1425,1,False,2,True,19,5,90,73,71,68,74,87,66,2588,High
1427,99,43,1426,1,False,2,False,9,6,98,65,66,87,78,84,91,2056,High
1428,34,479,1427,0,False,3,False,26,0,85,87,85,69,80,99,93,2533,High
1429,51,87,1428,1,False,1,False,28,5,85,96,100,75,63,87,89,2145,High
1430,138,354,1429,1,True,1,False,35,9,89,94,92,98,92,92,99,2486,High
1431,406,607,1430,0,False,4,False,32,9,93,97,93,66,83,88,79,2681,High
1432,18,608,1431,1,True,2,False,35,5,96,91,95,88,89,85,92,2719,High
1433,206,252,1432,1,False,3,False,26,12,84,64,98,100,89,79,96,2336,High
1434,395,37,1433,0,False,3,False,14,9,76,97,99,83,74,94,99,2118,High
1435,50,514,1434,1,False,4,False,26,9,80,78,71,69,76,97,77,2536,High
1436,50,609,1435,1,False,5,True,3,16,63,77,89,79,79,60,81,2598,High
1437,231,162,1436,0,False,1,False,33,13,90,86,100,90,76,66,83,2236,High
1438,56,364,1437,0,False,1,False,35,9,85,93,85,91,86,94,89,2469,High
1439,102,298,1438,1,False,1,False,22,4,78,81,94,64,61,91,88,2321,High
1440,138,129,1439,1,False,2,False,23,12,74,90,90,80,91,92,100,2223,High
1441,125,183,1440,0,False,2,True,27,0,83,89,95,70,95,80,70,2235,High
1442,34,238,1441,0,False,6,False,31,5,87,96,79,79,74,86,85,2307,High
1443,407,505,1442,1,False,1,False,26,9,90,77,84,70,77,86,70,2538,High
1444,37,385,1443,1,False,4,False,1,16,73,71,95,63,62,85,99,2398,High
1445,50,341,1444,1,False,2,False,7,6,79,78,100,90,89,80,68,2385,High
1446,146,125,1445,1,False,1,True,4,16,62,84,74,74,66,61,90,2104,High
1447,4,181,1446,0,False,0,False,31,5,87,78,96,84,97,89,82,2276,High
1448,378,31,1447,0,False,7,True,23,11,81,83,79,94,37,84,71,2049,High
1449,408,599,1448,1,False,4,False,5,4,83,66,94,75,72,78,74,2603,High
1450,17,448,1449,0,False,10,False,1,7,90,50,84,90,83,62,100,2474,High
1451,80,610,1450,0,False,3,False,4,3,75,69,97,98,60,60,85,2614,High
1452,124,421,1451,0,False,0,True,23,13,94,61,81,64,75,72,61,2417,High
1453,235,472,1452,0,False,3,False,15,2,91,68,62,82,70,92,73,2482,High
1454,25,611,1453,0,False,2,False,24,0,96,88,68,95,67,95,75,2674,High
1455,409,506,1454,0,False,2,False,31,5,85,76,82,85,73,60,90,2549,High
1456,34,612,1455,0,False,4,False,29,0,71,93,90,89,69,94,79,2685,High
1457,101,432,1456,1,False,3,False,49,1,98,90,87,92,92,99,98,2598,High
1458,71,367,1457,0,False,4,False,6,4,66,97,82,70,93,68,98,2412,High
1459,34,6,1458,0,False,7,True,33,11,99,82,69,84,79,88,67,2084,High
1460,203,376,1459,1,True,5,True,10,12,71,70,87,62,92,63,80,2390,High
1461,410,28,1460,1,False,1,False,13,2,74,76,81,69,98,96,65,2064,High
1462,246,56,1461,1,False,6,True,25,9,93,60,71,63,75,76,77,2074,High
1463,290,613,1462,1,False,2,False,35,0,89,90,99,91,94,96,85,2757,High
1464,288,346,1463,0,True,8,True,1,7,66,53,85,84,98,86,79,2378,High
1465,257,159,1464,0,False,1,False,29,15,80,96,79,95,74,95,61,2248,High
1466,52,227,1465,0,False,3,False,20,5,97,93,67,85,90,72,96,2320,High
1467,109,94,1466,0,True,3,False,49,1,87,86,87,91,86,96,92,2239,High
1468,50,94,1467,1,False,4,False,13,6,77,87,83,81,60,92,76,2141,High
1469,44,614,1468,1,False,2,False,20,4,99,93,90,79,93,71,84,2718,High
1470,203,526,1469,1,False,2,True,18,6,89,75,65,100,74,71,75,2572,High
1471,25,238,1470,0,False,1,False,23,5,86,79,69,60,76,76,92,2275,High
1472,206,153,1471,1,False,0,False,10,16,82,86,91,68,80,62,81,2201,High
1473,206,6,1472,1,False,4,True,4,3,79,100,75,85,100,81,64,2075,High
1474,109,87,1473,0,False,1,False,11,13,89,70,92,100,100,95,65,2196,High
1475,131,615,1474,1,False,3,False,15,6,77,73,67,67,88,89,99,2674,High
1476,411,58,1475,1,False,1,True,16,9,95,79,85,73,74,86,68,2121,High
1477,89,24,1476,0,False,10,True,5,7,63,54,57,51,63,88,83,1982,High
1478,29,36,1477,1,False,1,True,26,5,98,85,95,92,74,79,63,2133,High
1479,167,616,1478,0,False,2,False,29,4,76,81,69,87,60,93,62,2657,High
1480,102,617,1479,1,False,10,False,3,7,40,81,54,70,53,98,61,2574,High
1481,30,456,1480,0,False,4,True,32,5,89,84,84,100,77,62,69,2543,High
1482,146,618,1481,1,False,5,False,24,1,86,75,97,93,88,74,97,2740,High
1483,54,350,1482,1,False,3,True,20,5,99,77,60,99,100,83,72,2452,High
1484,237,619,1483,1,True,5,True,1,7,67,61,61,82,69,87,97,2642,High
1485,279,620,1484,0,False,9,False,0,7,43,87,81,61,65,53,84,2594,High
1486,40,242,1485,0,False,8,True,5,7,40,97,92,93,92,65,82,2309,High
1487,226,549,1486,1,False,2,False,5,7,65,93,67,73,57,72,97,2574,High
1488,80,621,1487,0,False,6,False,1,7,96,92,64,54,87,60,88,2663,High
1489,174,565,1488,1,False,1,True,27,5,96,92,80,61,66,98,70,2651,High
1490,231,34,1489,0,True,1,False,29,0,90,84,90,81,92,83,69,2143,High
1491,237,88,1490,1,True,9,False,4,7,85,57,77,81,65,75,85,2125,High
1492,129,525,1491,1,True,8,True,4,7,92,96,80,98,61,84,74,2623,High
1493,345,622,1492,0,False,3,False,21,1,100,82,84,100,90,62,87,2744,High
1494,160,83,1493,1,False,3,False,31,15,94,63,98,73,63,98,100,2215,High
1495,50,44,1494,1,False,3,False,15,9,85,76,94,89,85,83,80,2158,High
1496,26,184,1495,0,False,0,False,30,0,80,84,82,69,91,80,96,2291,High
1497,100,183,1496,0,False,1,False,31,5,99,61,91,73,89,62,82,2273,High
1498,40,235,1497,0,False,7,False,23,10,70,91,81,61,64,93,96,2328,High
1499,26,127,1498,0,False,1,False,23,12,62,72,78,96,70,74,72,2185,High
1500,317,24,1499,1,True,0,False,27,5,94,97,73,79,84,66,64,2114,High
1501,92,62,1500,1,False,3,True,5,16,79,93,100,83,78,80,87,2188,High
1502,32,509,1501,1,True,10,False,4,7,47,75,53,60,90,59,86,2503,High
1503,165,623,1502,1,False,9,False,21,9,100,73,70,71,73,96,67,2715,High
1504,412,149,1503,0,False,5,False,26,9,90,69,75,98,70,75,80,2249,High
1505,29,10,1504,1,False,2,False,13,6,63,94,65,98,69,90,85,2100,High
1506,146,530,1505,1,False,7,False,10,4,78,76,93,88,83,99,98,2672,High
1507,413,555,1506,1,False,4,False,25,5,95,94,69,73,71,93,71,2662,High
1508,102,88,1507,1,False,4,False,13,4,88,92,66,100,98,99,70,2230,High
1509,109,6,1508,0,False,2,False,29,13,87,86,95,92,91,79,64,2152,High
1510,347,624,1509,1,False,4,False,1,16,89,100,81,62,75,68,71,2701,High
1511,50,625,1510,1,True,2,False,11,15,89,65,82,77,90,76,84,2728,High
1512,50,604,1511,1,False,1,False,26,0,90,100,89,69,100,95,94,2780,High
1513,13,6,1512,1,False,0,False,12,6,99,75,71,90,92,78,69,2111,High
1514,40,626,1513,0,True,0,False,32,5,91,75,77,95,80,95,88,2778,High
1515,201,627,1514,1,False,5,False,28,11,75,99,60,90,51,77,84,2722,High
1516,291,152,1515,1,False,1,False,34,4,60,93,99,81,96,92,80,2308,High
1517,51,13,1516,1,False,6,False,17,5,90,64,79,66,96,61,81,2095,High
1518,44,28,1517,1,False,2,False,31,5,93,74,80,79,70,66,91,2137,High
1519,93,291,1518,0,False,2,True,25,11,93,74,96,69,71,82,76,2409,High
1520,270,37,1519,1,False,7,False,14,5,92,74,90,87,89,94,87,2196,High
1521,414,88,1520,1,False,2,False,2,14,86,60,91,82,73,77,64,2160,High
1522,124,226,1521,0,True,10,False,5,7,64,69,85,99,76,98,60,2321,High
1523,99,200,1522,1,False,2,False,2,3,91,87,84,91,96,88,82,2349,High
1524,167,57,1523,0,False,3,False,33,8,76,66,96,86,85,62,68,2163,High
1525,145,336,1524,0,False,6,False,33,4,72,67,65,76,69,81,70,2403,High
1526,237,195,1525,1,False,1,False,5,3,63,86,72,72,90,75,92,2280,High
1527,25,628,1526,0,True,3,False,23,5,94,61,72,70,87,82,76,2728,High
1528,404,550,1527,1,False,10,False,2,7,70,75,59,91,53,97,95,2637,High
1529,237,88,1528,1,False,3,False,23,9,83,69,66,95,93,77,77,2212,High
1530,114,531,1529,1,False,6,False,3,7,50,61,50,96,70,58,86,2548,High
1531,415,83,1530,0,False,0,False,48,1,99,89,96,98,89,98,93,2324,High
1532,80,295,1531,0,False,3,False,32,9,76,85,62,65,79,81,61,2379,High
1533,318,405,1532,0,True,4,True,3,7,71,66,52,99,87,89,70,2487,High
1534,34,328,1533,0,False,1,False,24,4,60,78,96,93,62,60,83,2422,High
1535,332,19,1534,1,False,4,False,21,5,87,74,81,65,74,91,82,2138,High
1536,56,70,1535,0,False,10,False,0,7,93,84,65,56,67,92,81,2160,High
1537,416,6,1536,1,False,0,False,25,0,87,87,69,71,74,91,74,2121,High
1538,417,157,1537,1,False,3,False,10,2,93,68,61,78,80,65,77,2232,High
1539,308,289,1538,0,False,1,False,4,14,96,64,91,69,60,62,62,2350,High
1540,44,439,1539,1,False,2,False,7,4,62,73,74,72,83,63,79,2498,High
1541,110,629,1540,0,True,8,False,0,7,50,80,100,81,61,68,72,2697,High
1542,237,630,1541,1,False,4,False,2,4,71,68,77,73,68,73,64,2676,High
1543,283,67,1542,0,False,0,True,16,13,99,88,88,90,82,88,90,2264,High
1544,418,46,1543,0,False,4,False,12,15,100,67,100,60,94,72,70,2183,High
1545,262,166,1544,0,True,9,False,4,7,77,59,60,98,74,76,60,2235,High
1546,74,631,1545,0,False,3,True,23,5,88,73,86,75,65,62,83,2740,High
1547,419,215,1546,1,False,6,False,15,11,88,99,64,79,52,75,92,2343,High
1548,75,632,1547,0,False,2,False,31,15,99,88,97,97,71,67,79,2825,High
1549,117,63,1548,0,True,8,False,3,7,50,88,58,78,83,97,88,2172,High
1550,155,189,1549,1,False,4,False,2,4,69,93,62,99,98,98,68,2336,High
1551,23,633,1550,1,False,5,False,35,9,89,86,96,92,97,89,95,2877,High
1552,74,268,1551,0,False,5,False,27,12,93,97,77,70,81,83,87,2451,High
1553,77,606,1552,1,False,5,False,32,5,96,83,67,86,81,92,73,2779,High
1554,51,229,1553,1,True,4,False,24,5,92,98,93,60,74,84,97,2415,High
1555,89,634,1554,0,False,3,True,29,5,99,72,65,66,71,85,83,2767,High
1556,265,406,1555,0,False,10,True,4,7,86,59,81,55,77,69,87,2497,High
1557,152,635,1556,0,False,4,False,17,5,91,92,95,90,73,75,95,2828,High
1558,167,101,1557,0,True,3,False,18,9,95,91,74,61,94,86,87,2277,High
1559,420,321,1558,0,False,5,False,15,2,61,94,87,74,92,79,97,2485,High
1560,109,636,1559,0,False,1,False,32,10,65,89,70,71,74,97,64,2768,High
1561,65,244,1560,1,False,7,False,3,14,94,97,97,75,79,68,92,2431,High
1562,151,618,1561,1,False,5,False,31,12,94,68,89,90,91,98,72,2830,High
1563,56,181,1562,0,False,5,True,3,7,56,67,87,97,88,57,86,2297,High
1564,34,182,1563,0,False,7,False,25,5,89,63,88,73,78,84,74,2331,High
1565,74,153,1564,0,True,1,True,0,16,65,70,100,66,71,61,61,2230,High
1566,4,637,1565,0,True,1,False,29,15,91,96,63,81,97,74,66,2816,High
1567,421,58,1566,1,False,1,False,17,9,88,100,71,85,72,91,81,2240,High
1568,94,638,1567,1,True,4,False,0,7,49,51,57,80,89,53,76,2673,High
1569,56,97,1568,0,False,5,False,25,10,73,94,74,72,80,98,100,2296,High
1570,58,325,1569,0,False,2,False,23,5,94,94,74,66,73,92,80,2497,High
1571,159,413,1570,1,True,5,False,4,7,84,61,59,76,72,54,66,2473,High
1572,0,28,1571,0,False,7,True,11,13,97,91,91,61,68,77,97,2213,High
1573,282,60,1572,1,False,7,False,12,4,82,84,69,66,65,74,68,2164,High
1574,422,153,1573,1,True,2,False,48,1,96,97,98,98,97,96,89,2450,High
1575,292,639,1574,0,False,4,True,0,7,44,98,53,68,94,91,84,2757,High
1576,17,405,1575,0,False,7,True,12,9,97,64,90,69,88,83,77,2577,High
1577,139,277,1576,1,False,1,True,31,9,77,93,65,68,71,75,76,2421,High
1578,115,405,1577,1,True,9,False,19,11,89,99,96,72,84,62,98,2623,High
1579,423,204,1578,1,False,0,False,17,5,86,92,65,81,73,84,79,2365,High
1580,322,233,1579,0,False,6,True,24,4,73,71,84,96,92,94,75,2432,High
1581,13,49,1580,1,False,2,False,11,6,61,75,95,62,93,92,87,2214,High
1582,75,301,1581,0,True,6,False,2,7,81,90,75,83,70,55,62,2414,High
1583,204,520,1582,1,True,2,True,32,1,90,99,94,91,92,85,64,2755,High
1584,292,108,1583,0,False,7,False,5,14,88,60,87,95,65,75,76,2263,High
1585,390,418,1584,0,False,5,True,23,1,86,92,84,82,88,84,65,2613,High
1586,112,640,1585,1,False,8,False,14,9,78,75,82,91,86,76,69,2814,High
1587,240,424,1586,0,True,6,False,1,7,73,90,70,80,64,53,79,2534,High
1588,24,162,1587,0,False,4,False,32,8,98,82,91,93,85,75,78,2395,High
1589,288,565,1588,0,False,1,False,34,8,81,79,100,88,81,64,95,2784,High
1590,352,465,1589,1,False,2,True,13,4,73,87,72,98,82,89,98,2674,High
1591,219,201,1590,0,False,1,False,24,0,84,95,87,100,96,92,76,2446,High
1592,424,641,1591,1,False,5,False,32,0,81,90,82,80,98,81,91,2873,High
1593,81,168,1592,0,False,2,False,21,9,100,77,90,83,88,91,80,2401,High
1594,90,478,1593,1,True,6,False,0,7,83,50,59,77,66,87,60,2568,High
1595,67,6,1594,1,False,6,False,34,11,87,75,90,82,99,66,92,2243,High
1596,286,642,1595,0,False,2,False,14,12,96,94,60,62,86,79,79,2821,High
1597,40,643,1596,0,False,3,False,25,5,98,76,69,75,76,98,81,2845,High
1598,99,137,1597,1,False,3,False,5,14,83,66,97,95,91,76,80,2345,High
1599,29,415,1598,1,True,10,False,3,7,86,59,83,81,100,82,99,2625,High
1600,282,101,1599,1,False,7,False,20,12,82,67,88,62,73,64,79,2255,High
1601,149,303,1600,0,False,1,True,26,12,82,98,78,63,83,91,94,2532,High
1602,63,43,1601,1,False,9,False,2,7,100,71,70,86,80,91,62,2223,High
1603,119,127,1602,1,False,3,True,1,16,100,80,88,81,93,93,84,2370,High
1604,58,499,1603,0,False,10,False,1,7,83,93,75,55,82,51,91,2650,High
1605,249,106,1604,1,False,10,False,25,9,93,92,71,89,91,76,61,2328,High
1606,244,112,1605,1,False,5,False,35,0,86,86,100,86,94,87,85,2382,High
1607,365,355,1606,1,True,3,False,2,7,50,78,67,95,82,97,80,2524,High
1608,51,644,1607,1,False,7,False,5,7,78,68,56,50,76,67,97,2763,High
1609,2,6,1608,1,False,3,False,24,5,91,69,82,87,100,93,100,2269,High
1610,67,276,1609,1,False,0,False,5,3,73,100,78,77,71,61,66,2420,High
1611,155,152,1610,1,False,6,False,3,14,99,66,81,69,82,73,72,2328,High
1612,89,43,1611,0,False,6,False,5,14,88,82,99,65,83,65,98,2259,High
1613,13,201,1612,1,False,1,False,33,0,100,82,85,68,97,81,100,2461,High
1614,121,558,1613,0,False,2,False,15,4,100,62,84,66,88,90,71,2753,High
1615,29,28,1614,1,True,5,False,32,9,99,61,76,95,79,78,66,2244,High
1616,325,28,1615,0,False,0,True,14,9,81,99,85,72,67,78,69,2218,High
1617,262,429,1616,0,False,3,False,47,1,90,86,98,97,99,96,85,2747,High
1618,404,645,1617,1,False,4,False,6,4,67,88,89,90,78,84,73,2846,High
1619,262,79,1618,0,False,5,True,3,16,68,91,78,63,90,95,80,2287,High
1620,222,646,1619,0,False,1,True,42,1,93,90,93,89,92,93,100,2960,High
1621,253,24,1620,0,False,1,False,22,13,94,95,80,60,89,93,88,2279,High
1622,78,64,1621,1,False,7,False,1,7,88,96,74,90,82,70,83,2284,High
1623,423,268,1622,1,False,1,True,21,9,75,93,66,63,68,91,99,2478,High
1624,36,477,1623,0,False,4,False,50,1,99,89,87,90,87,90,95,2792,High
1625,36,519,1624,0,True,7,False,29,11,93,64,86,82,35,73,84,2708,High
1626,137,647,1625,1,False,4,False,31,0,73,95,78,79,84,89,96,2902,High
1627,258,445,1626,1,False,6,False,5,16,64,61,76,100,93,61,65,2619,High
1628,202,648,1627,0,False,1,True,25,0,76,87,98,88,94,86,64,2895,High
1629,299,384,1628,1,False,2,False,22,15,91,93,82,81,95,91,70,2655,High
1630,102,13,1629,1,False,8,True,1,7,70,98,51,51,96,96,70,2192,High
1631,39,512,1630,1,False,5,False,26,1,90,92,95,85,93,69,65,2764,High
1632,261,83,1631,0,False,9,False,3,7,93,83,61,95,70,93,65,2293,High
1633,80,6,1632,0,True,7,False,12,4,61,99,66,99,100,70,60,2217,High
1634,17,177,1633,0,False,1,False,1,7,51,69,85,61,59,81,63,2288,High
1635,173,333,1634,1,False,4,True,18,4,91,72,69,88,92,61,76,2544,High
1636,4,137,1635,0,False,3,False,27,11,96,64,76,97,81,87,99,2413,High
1637,182,646,1636,1,False,5,False,24,5,93,75,84,66,74,99,66,2874,High
1638,50,48,1637,1,False,1,True,19,4,70,96,60,87,92,63,95,2274,High
1639,71,649,1638,0,False,2,False,47,1,90,90,93,87,93,99,100,2989,High
1640,40,573,1639,0,False,1,False,11,4,69,78,80,60,76,86,96,2773,High
1641,237,289,1640,1,False,2,False,29,5,89,90,72,98,96,84,87,2582,High
1642,425,19,1641,0,False,2,True,14,5,86,99,90,61,66,96,87,2267,High
1643,123,149,1642,1,False,5,False,4,3,80,61,89,98,73,90,88,2383,High
1644,32,650,1643,1,False,4,False,15,5,93,77,85,95,60,99,67,2894,High
1645,212,8,1644,1,False,5,False,32,5,87,91,86,96,65,77,83,2280,High
1646,83,190,1645,0,False,7,False,33,15,86,88,96,86,87,99,80,2512,High
1647,77,24,1646,1,False,4,True,29,5,87,80,97,98,91,64,97,2324,High
1648,4,604,1647,0,False,2,False,31,0,96,83,97,100,85,92,69,2906,High
1649,426,393,1648,1,False,5,False,29,0,90,89,70,90,83,82,87,2667,High
1650,32,651,1649,1,True,5,False,0,7,89,65,65,91,76,91,92,2883,High
1651,237,28,1650,1,True,6,False,1,7,98,62,75,72,81,73,93,2248,High
1652,119,10,1651,1,False,3,False,42,1,99,100,87,96,93,92,88,2363,High
1653,427,23,1652,1,True,9,True,2,7,99,65,100,93,91,60,83,2287,High
1654,235,466,1653,0,False,3,False,1,16,55,81,72,100,87,85,94,2713,High
1655,167,166,1654,0,False,1,False,11,2,86,87,64,74,60,89,84,2378,High
1656,37,652,1655,1,True,4,False,18,5,89,65,60,70,86,62,74,2842,High
1657,230,165,1656,1,False,2,True,35,5,94,97,90,93,85,95,92,2511,High
1658,74,653,1657,0,False,1,False,1,14,85,61,100,75,70,89,80,2886,High
1659,58,366,1658,0,True,0,False,12,4,78,70,90,68,90,87,77,2601,High
1660,428,124,1659,1,False,2,False,21,9,75,67,64,80,79,77,80,2338,High
1661,41,309,1660,0,False,2,True,18,13,82,61,89,88,74,78,72,2547,High
1662,80,384,1661,0,True,6,False,5,7,41,53,64,62,79,50,65,2478,High
1663,42,88,1662,1,False,5,False,2,7,44,79,83,50,52,79,96,2248,High
1664,110,654,1663,0,False,5,True,27,0,81,94,61,86,72,97,82,2923,High
1665,248,64,1664,1,True,6,False,18,9,77,90,74,65,100,76,80,2325,High
1666,231,560,1665,0,False,2,False,28,5,97,97,70,94,66,83,66,2833,High
1667,193,655,1666,0,False,5,False,1,7,66,83,79,65,57,61,86,2831,High
1668,117,656,1667,0,False,7,False,42,1,91,96,96,90,97,85,98,3026,High
1669,84,169,1668,1,False,8,False,21,11,76,84,95,66,84,74,64,2421,High
1670,40,83,1669,0,False,4,False,31,5,97,93,60,90,85,72,83,2372,High
1671,429,217,1670,1,False,8,False,34,0,83,94,93,62,92,98,94,2546,High
1672,322,304,1671,0,False,1,True,5,16,98,83,93,73,100,82,81,2608,High
1673,110,127,1672,0,False,3,False,46,1,91,88,88,91,85,95,88,2475,High
1674,50,657,1673,1,False,3,False,9,2,82,84,93,89,88,76,98,2955,High
1675,36,176,1674,0,False,5,False,26,0,77,86,62,85,72,98,90,2451,High
1676,3,422,1675,1,False,3,False,31,5,95,98,76,61,87,72,100,2726,High
1677,24,210,1676,0,False,4,False,27,10,80,76,71,62,92,99,77,2484,High
1678,40,210,1677,0,True,7,False,28,5,89,79,97,61,64,79,72,2469,High
1679,11,354,1678,1,False,3,True,5,2,69,87,91,82,86,77,80,2616,High
1680,323,375,1679,1,False,2,False,4,7,76,72,58,66,66,62,60,2528,High
1681,192,225,1680,0,False,1,False,33,1,85,97,95,97,98,84,94,2590,High
1682,20,658,1681,0,False,3,False,16,9,79,100,72,89,68,99,76,2950,High
1683,114,659,1682,1,False,1,False,15,6,85,76,63,62,74,82,96,2902,High
1684,327,440,1683,0,False,7,False,10,2,78,69,87,93,83,94,75,2721,High
1685,206,354,1684,1,False,0,True,18,4,62,91,86,88,80,62,75,2606,High
1686,75,616,1685,0,False,1,False,12,15,93,86,61,71,98,79,87,2904,High
1687,144,169,1686,1,False,3,False,25,9,94,76,100,60,80,94,61,2458,High
1688,44,573,1687,1,False,3,False,23,9,95,83,94,83,75,99,75,2900,High
1689,430,52,1688,1,False,6,False,8,16,81,67,93,65,87,84,79,2327,High
1690,74,536,1689,0,False,4,False,32,11,87,100,60,99,45,73,86,2822,High
1691,112,660,1690,1,True,10,False,0,7,55,86,54,78,55,60,88,2845,High
1692,431,37,1691,0,False,8,False,0,7,77,71,68,53,70,72,69,2223,High
1693,72,99,1692,0,False,1,False,6,15,82,79,60,80,65,64,71,2314,High
1694,303,24,1693,0,False,6,False,5,3,81,97,88,81,63,88,67,2296,High
1695,378,661,1694,0,False,0,False,16,5,99,70,86,61,70,90,66,2918,High
1696,156,291,1695,0,False,5,True,4,16,87,77,64,84,84,94,80,2582,High
1697,50,58,1696,1,True,8,False,2,7,94,62,100,87,91,89,93,2389,High
1698,109,178,1697,0,False,2,False,35,4,98,92,91,89,95,92,90,2563,High
1699,13,651,1698,1,False,2,True,34,0,97,89,76,61,91,91,70,2962,High
1700,203,415,1699,1,False,1,False,7,12,83,81,70,90,73,89,87,2708,High
1701,198,105,1700,0,False,0,False,14,13,92,92,92,66,90,68,66,2398,High
1702,166,662,1701,1,False,1,False,24,1,100,74,80,84,85,82,74,2969,High
1703,151,55,1702,1,False,4,False,25,5,86,69,79,85,63,82,77,2333,High
1704,186,24,1703,0,False,8,False,3,7,48,80,73,67,84,99,83,2279,High
1705,432,189,1704,1,True,7,True,0,7,69,56,71,84,52,71,88,2401,High
1706,216,28,1705,1,False,2,False,33,4,73,84,97,64,87,82,70,2330,High
1707,40,465,1706,0,False,3,False,12,4,82,81,78,95,60,88,72,2746,High
1708,122,663,1707,1,False,3,True,1,3,90,96,89,88,94,73,77,2986,High
1709,433,105,1708,0,False,5,True,19,15,85,66,61,85,75,94,76,2395,High
1710,71,664,1709,0,False,2,False,2,12,82,73,64,95,87,73,99,2962,High
1711,262,152,1710,0,False,4,False,3,14,80,61,96,89,96,61,80,2446,High
1712,174,358,1711,1,False,10,True,1,7,41,53,98,67,61,83,97,2589,High
1713,308,508,1712,0,False,1,False,48,1,99,93,88,92,99,94,95,2930,High
1714,434,296,1713,0,False,2,False,32,0,95,95,92,61,63,81,100,2630,High
1715,146,238,1714,1,False,6,False,1,4,76,69,100,88,65,96,70,2528,High
1716,48,665,1715,1,False,1,False,22,1,91,92,81,98,88,76,99,3030,High
1717,124,666,1716,0,False,5,False,16,9,98,75,69,65,67,79,72,2937,High
1718,435,164,1717,0,True,6,False,15,13,90,71,93,73,80,78,69,2470,High
1719,56,274,1718,0,False,3,True,26,5,85,68,73,94,88,86,77,2598,High
1720,89,667,1719,0,False,5,False,46,1,100,97,94,87,89,91,100,3096,High
1721,36,62,1720,0,True,4,False,31,8,77,81,80,95,80,74,80,2393,High
1722,44,626,1721,1,False,10,False,4,7,92,98,60,74,63,89,80,2925,High
1723,436,628,1722,1,False,9,False,5,7,53,87,60,94,93,65,88,2912,High
1724,109,298,1723,0,False,6,False,21,11,79,74,78,97,87,85,79,2638,High
1725,215,149,1724,1,False,2,False,26,12,85,89,72,80,99,94,90,2523,High
1726,13,98,1725,1,False,1,False,3,3,99,85,60,81,75,78,78,2387,High
1727,32,255,1726,1,False,1,True,11,9,99,91,73,77,81,75,90,2590,High
1728,401,218,1727,0,False,6,False,5,7,65,68,74,50,98,60,83,2461,High
1729,44,429,1728,1,False,8,True,19,5,94,83,72,63,65,63,74,2705,High
1730,190,149,1729,1,True,7,False,3,7,73,52,89,85,74,66,79,2415,High
1731,152,6,1730,0,True,5,False,15,5,85,76,61,93,98,87,67,2329,High
1732,58,554,1731,0,False,4,False,32,0,87,82,74,77,100,93,65,2899,High
1733,437,274,1732,0,True,5,False,4,7,77,58,90,72,75,88,90,2573,High
1734,20,668,1733,0,False,1,False,31,8,85,60,92,92,85,62,84,3001,High
1735,438,669,1734,0,False,2,False,19,5,91,69,90,76,79,80,82,2996,High
1736,439,55,1735,1,False,1,False,16,5,86,96,83,78,71,78,75,2380,High
1737,420,149,1736,0,False,1,False,29,0,78,80,72,65,90,99,95,2494,High
1738,58,111,1737,0,False,3,False,26,0,71,92,92,96,81,81,85,2475,High
1739,167,322,1738,0,True,4,False,27,0,72,85,92,83,84,96,81,2685,High
1740,80,91,1739,0,False,3,False,35,5,88,92,88,100,89,94,87,2511,High
1741,380,6,1740,1,False,5,False,26,4,68,100,94,69,93,64,93,2363,High
1742,224,240,1741,1,True,2,False,28,1,81,75,94,93,87,77,67,2588,High
1743,262,159,1742,0,True,1,False,32,9,92,69,92,91,82,89,69,2528,High
1744,149,21,1743,0,False,0,False,33,11,84,64,82,81,85,84,89,2377,High
1745,197,232,1744,1,False,2,True,18,15,89,60,82,90,96,67,68,2565,High
